CustomerID,Age,Annual_Income,Spending_Score,Gender,Work_Experience,Family_Size
378,46,35000,92,Male,9,2
379,63,147000,39,Male,20,5
380,23,101000,23,Male,32,5
381,52,73000,68,Male,19,3
382,58,103000,52,Male,32,4
383,54,97000,4,Male,39,4
384,41,79000,47,Male,34,2
385,46,78000,21,Male,33,4
386,66,85000,56,Male,35,3
387,63,18000,66,Male,26,6
388,48,118000,59,Male,18,4
389,52,107000,7,Female,4,6
390,50,126000,49,Male,28,7
391,69,133000,16,Female,9,7
392,38,73000,17,Female,39,6
393,49,57000,84,Female,12,3
394,40,26000,87,Male,28,5
395,50,54000,98,Female,4,5
396,20,132000,75,Male,11,5
397,35,34000,34,Female,12,1
398,42,145000,33,Male,21,5
399,59,104000,26,Male,39,3
400,48,108000,66,Female,14,2
401,20,27000,63,Female,12,7
402,57,80000,87,Male,0,4
403,63,51000,41,Female,37,5
404,41,80000,86,Male,0,1
405,67,50000,58,Male,10,7
406,49,40000,98,Male,39,7
407,64,89000,79,Female,21,6
408,39,122000,10,Male,34,1
409,40,57000,15,Male,5,3
410,19,22000,42,Male,27,2
411,44,43000,93,Male,30,5
412,59,54000,57,Female,7,5
413,19,142000,87,Female,4,1
414,43,98000,17,Female,16,3
415,34,130000,60,Female,37,1
416,57,76000,9,Male,8,1
417,50,21000,36,Male,9,2
418,26,59000,73,Male,19,3
419,60,102000,80,Male,13,2
420,65,87000,36,Male,13,3
421,56,51000,48,Male,25,5
422,46,133000,51,Female,28,4
423,59,71000,97,Male,26,6
424,43,22000,95,Male,24,4
425,52,109000,70,Male,15,7
426,67,131000,74,Female,35,3
427,42,124000,80,Male,33,4
428,41,34000,68,Male,15,1
429,30,138000,22,Male,32,5
430,24,67000,77,Female,2,6
431,53,133000,80,Male,22,6
432,62,26000,93,Male,10,7
433,37,31000,6,Female,17,6
434,18,78000,26,Male,28,5
435,25,56000,75,Female,4,4
436,63,108000,88,Male,23,6
437,33,25000,93,Female,28,6
438,31,112000,3,Male,28,3
439,29,85000,52,Male,25,1
440,68,122000,74,Female,39,3
441,40,72000,60,Male,2,4
442,32,48000,63,Male,1,5
443,45,34000,65,Female,24,5
444,51,64000,52,Male,18,3
445,19,116000,90,Female,39,2
446,49,66000,76,Male,1,3
447,40,29000,14,Female,18,2
448,39,98000,89,Male,0,7
449,68,145000,72,Male,26,3
450,42,51000,68,Female,34,2
451,39,140000,28,Male,4,2
452,39,54000,71,Female,37,6
453,66,86000,10,Female,3,7
454,69,54000,57,Female,16,6
455,59,70000,66,Male,20,2
456,23,118000,90,Male,30,2
457,32,124000,50,Male,21,1
458,60,107000,14,Female,10,2
459,54,108000,16,Female,33,6
460,50,70000,54,Female,14,2
461,25,74000,43,Male,9,5
462,61,53000,42,Female,37,1
463,61,42000,81,Male,31,2
464,22,63000,22,Male,30,6
465,56,139000,68,Male,36,6
466,21,27000,19,Male,27,4
467,23,50000,66,Male,30,6
468,62,115000,39,Male,5,1
469,49,40000,73,Male,13,6
470,69,100000,19,Male,22,5
471,47,18000,16,Female,15,3
472,64,96000,54,Male,24,5
473,52,141000,25,Male,38,7
474,57,102000,18,Female,1,5
475,69,141000,23,Female,37,1
476,33,134000,85,Female,38,1
477,30,36000,11,Female,33,4
478,67,144000,39,Male,39,6
479,59,45000,68,Female,24,4
480,47,133000,25,Female,35,1
481,36,25000,63,Female,15,6
482,34,60000,96,Female,17,1
483,36,110000,30,Male,12,1
484,45,24000,45,Female,36,3
485,43,142000,90,Female,26,5
486,54,113000,61,Female,33,4
487,43,126000,51,Female,10,4
488,40,74000,98,Male,0,2
489,26,101000,9,Female,12,7
490,29,79000,76,Female,29,3
491,18,71000,2,Female,4,1
492,18,120000,5,Male,17,1
493,64,23000,62,Female,13,3
494,51,36000,69,Female,12,6
495,49,103000,52,Male,31,4
496,65,32000,86,Female,6,1
497,42,129000,5,Male,7,7
498,57,120000,59,Male,6,2
499,62,29000,68,Female,15,4
500,18,77000,9,Female,30,5
501,33,27000,93,Male,26,7
502,56,95000,22,Male,32,3
503,22,46000,27,Female,28,4
504,39,54000,10,Male,7,5
505,46,96000,80,Male,32,2
506,20,91000,61,Female,18,6
507,29,90000,51,Male,20,3
508,43,52000,10,Male,20,6
509,33,85000,6,Male,24,7
510,68,62000,62,Male,22,1
511,54,32000,5,Male,10,6
512,39,53000,70,Male,32,1
513,46,103000,63,Female,19,7
514,31,76000,56,Male,24,5
515,45,123000,59,Female,25,4
516,22,95000,63,Female,39,2
517,64,148000,89,Female,11,5
518,66,91000,59,Female,31,2
519,47,104000,51,Female,32,6
520,63,28000,50,Female,9,2
521,69,109000,4,Female,3,6
522,22,68000,48,Female,14,2
523,29,146000,32,Male,5,3
524,33,53000,51,Female,26,5
525,43,86000,52,Female,4,3
526,43,39000,99,Female,4,4
527,65,91000,74,Male,17,4
528,38,134000,34,Female,27,1
529,56,67000,36,Male,34,1
530,53,145000,70,Female,21,1
531,50,110000,43,Female,33,7
532,47,86000,16,Male,3,4
533,54,76000,59,Female,17,2
534,40,20000,53,Male,25,6
535,27,46000,19,Male,21,7
536,22,113000,98,Female,32,2
537,53,145000,89,Female,13,5
538,51,90000,95,Male,30,4
539,69,73000,41,Male,9,6
540,48,45000,81,Female,23,6
541,27,107000,47,Female,20,6
542,36,83000,94,Female,7,1
543,49,66000,54,Male,31,6
544,18,103000,55,Female,30,6
545,22,141000,95,Male,33,4
546,62,45000,19,Female,22,2
547,21,98000,62,Male,24,7
548,33,141000,99,Male,6,7
549,41,146000,93,Female,18,2
550,33,27000,59,Male,6,3
551,19,59000,65,Male,7,3
552,66,141000,68,Male,13,5
553,45,128000,28,Male,0,4
554,49,34000,18,Male,12,3
555,44,95000,26,Female,2,3
556,37,143000,19,Female,27,4
557,41,31000,55,Male,37,2
558,29,72000,57,Female,14,5
559,67,86000,6,Male,35,5
560,52,123000,1,Male,2,5
561,50,37000,8,Female,3,3
562,50,86000,97,Male,4,2
563,68,22000,51,Male,25,5
564,60,73000,85,Male,24,4
565,54,125000,88,Female,9,5
566,29,27000,25,Female,7,7
567,20,30000,47,Male,11,1
568,18,133000,55,Male,2,2
569,50,16000,64,Male,26,1
570,57,44000,83,Male,22,2
571,27,117000,93,Male,39,6
572,60,27000,10,Female,32,4
573,61,110000,56,Female,13,6
574,46,108000,12,Female,22,3
575,30,96000,33,Female,30,3
576,29,27000,71,Male,12,6
577,48,108000,17,Male,11,2
578,63,126000,61,Female,34,5
579,19,69000,10,Female,17,1
580,68,95000,31,Male,20,4
581,67,130000,60,Female,0,5
582,52,122000,70,Male,37,3
583,40,67000,17,Male,8,5
584,34,142000,50,Male,22,6
585,43,71000,37,Female,13,6
586,25,66000,82,Female,10,7
587,46,125000,62,Female,6,7
588,43,15000,90,Female,30,1
589,27,58000,80,Female,23,3
590,43,89000,72,Male,25,2
591,51,112000,88,Female,29,4
592,68,23000,77,Male,33,6
593,58,46000,29,Male,37,4
594,24,29000,32,Male,4,3
595,21,86000,88,Female,4,2
596,67,26000,80,Female,18,7
597,62,79000,11,Female,37,6
598,28,121000,96,Female,27,1
599,46,56000,6,Female,25,4
600,53,129000,35,Female,22,3
601,42,117000,33,Female,29,4
602,38,109000,18,Female,2,7
603,53,31000,37,Male,27,7
604,27,99000,13,Female,32,2
605,54,70000,74,Male,2,1
606,26,148000,90,Male,4,7
607,41,100000,81,Male,18,2
608,52,116000,64,Male,0,7
609,66,68000,1,Female,37,6
610,52,129000,63,Female,8,5
611,65,102000,89,Male,4,2
612,53,63000,34,Male,33,2
613,35,129000,10,Male,36,4
614,66,77000,84,Female,32,7
615,56,118000,7,Male,24,2
616,49,97000,56,Male,28,3
617,41,117000,80,Female,24,6
618,40,31000,37,Male,8,4
619,49,20000,29,Female,2,4
620,54,42000,12,Female,14,5
621,29,52000,17,Male,3,6
622,66,133000,48,Male,37,3
623,30,51000,84,Male,19,6
624,40,129000,26,Female,22,2
625,42,82000,83,Female,36,5
626,52,57000,12,Female,7,3
627,58,72000,21,Male,36,5
628,47,27000,42,Male,32,6
629,34,66000,61,Male,32,1
630,66,72000,58,Male,6,6
631,37,46000,54,Male,21,2
632,65,119000,34,Male,4,5
633,42,97000,7,Female,14,1
634,39,113000,35,Female,20,2
635,30,118000,15,Female,24,5
636,36,42000,65,Male,16,5
637,66,143000,90,Female,6,6
638,53,62000,99,Female,18,7
639,29,54000,25,Female,6,5
640,58,111000,59,Male,39,5
641,36,128000,79,Male,23,4
642,29,146000,86,Female,10,7
643,26,125000,6,Male,0,5
644,24,90000,52,Male,31,6
645,45,45000,79,Male,39,4
646,31,133000,88,Male,1,4
647,48,39000,21,Female,14,1
648,69,48000,71,Male,20,2
649,36,81000,93,Female,23,4
650,64,132000,96,Female,16,3
651,33,87000,32,Male,8,4
652,22,40000,53,Male,34,3
653,52,118000,59,Male,19,7
654,29,24000,69,Female,18,1
655,42,81000,62,Female,17,3
656,69,19000,4,Female,19,1
657,38,41000,86,Female,29,1
658,53,127000,18,Female,39,1
659,40,29000,99,Female,0,3
660,33,119000,81,Female,23,3
661,56,58000,56,Male,23,1
662,62,40000,24,Female,18,7
663,59,109000,66,Female,29,1
664,56,98000,13,Female,25,7
665,31,146000,62,Female,37,2
666,48,101000,54,Male,28,7
667,22,126000,15,Female,12,7
668,52,143000,69,Female,3,7
669,40,103000,3,Male,16,1
670,46,80000,37,Male,32,5
671,60,145000,37,Female,4,2
672,28,136000,3,Female,27,2
673,35,98000,63,Female,23,2
674,64,130000,35,Female,16,5
675,29,130000,52,Female,38,2
676,26,52000,87,Female,39,2
677,27,124000,28,Male,10,3
678,61,60000,94,Male,11,6
679,34,39000,18,Female,12,3
680,55,35000,36,Female,7,1
681,24,135000,33,Female,0,1
682,63,136000,64,Male,8,7
683,30,147000,26,Female,27,4
684,57,84000,48,Male,1,6
685,59,127000,40,Male,13,5
686,26,121000,17,Female,12,3
687,67,126000,40,Male,1,1
688,44,122000,7,Female,3,5
689,19,61000,57,Male,11,2
690,22,105000,8,Female,9,5
691,46,32000,56,Female,2,3
692,54,118000,31,Male,3,6
693,55,54000,59,Male,5,4
694,36,103000,58,Male,22,7
695,25,75000,12,Female,4,3
696,65,19000,48,Male,2,7
697,62,136000,31,Male,9,6
698,18,69000,83,Female,18,1
699,39,51000,63,Female,13,7
700,69,70000,74,Male,20,1
701,34,116000,39,Male,27,5
702,24,107000,76,Male,20,3
703,42,87000,20,Female,35,1
704,62,73000,48,Female,23,2
705,21,16000,71,Male,37,2
706,53,118000,54,Female,16,4
707,23,65000,78,Male,21,5
708,48,44000,75,Male,18,1
709,36,25000,71,Female,9,4
710,61,122000,29,Male,10,2
711,56,90000,74,Male,37,4
712,44,104000,93,Female,1,4
713,27,137000,73,Male,32,1
714,43,139000,48,Male,30,1
715,36,136000,74,Female,34,1
716,56,108000,83,Male,36,5
717,20,117000,56,Male,35,7
718,62,45000,95,Female,22,4
719,30,66000,17,Female,35,4
720,67,103000,9,Female,39,5
721,45,90000,97,Male,38,2
722,37,143000,34,Female,25,3
723,45,36000,45,Male,24,7
724,25,54000,88,Female,16,2
725,58,115000,9,Male,14,5
726,56,125000,7,Male,36,7
727,18,143000,16,Female,3,7
728,20,79000,19,Male,21,4
729,30,93000,6,Male,16,4
730,45,36000,11,Female,21,1
731,66,113000,76,Male,16,1
732,42,22000,61,Male,13,4
733,50,31000,42,Male,13,4
734,55,31000,13,Female,16,6
735,23,104000,12,Female,7,7
736,61,95000,85,Female,33,1
737,62,92000,74,Female,25,1
738,49,20000,20,Female,29,2
739,62,124000,50,Female,21,4
740,64,28000,36,Female,15,7
741,38,86000,92,Female,29,4
742,33,68000,88,Male,15,5
743,38,41000,69,Male,37,2
744,28,27000,37,Male,23,3
745,54,74000,12,Male,35,3
746,53,20000,99,Female,34,3
747,52,72000,40,Male,5,7
748,36,63000,54,Male,3,6
749,37,40000,2,Male,17,1
750,35,61000,50,Male,5,7
751,64,19000,41,Male,25,3
752,58,34000,45,Female,36,5
753,66,148000,9,Female,26,7
754,31,73000,62,Male,10,7
755,32,146000,86,Male,37,1
756,48,31000,47,Male,15,1
757,18,28000,5,Male,18,3
758,20,27000,76,Female,14,1
759,33,149000,1,Male,25,2
760,40,142000,44,Female,30,2
761,28,58000,22,Male,18,3
762,29,133000,38,Female,23,7
763,27,33000,19,Female,8,5
764,49,77000,80,Female,22,1
765,33,95000,31,Male,3,4
766,25,114000,67,Male,9,7
767,55,136000,87,Female,8,3
768,29,58000,42,Male,18,6
769,41,118000,82,Male,14,1
770,45,75000,26,Female,33,3
771,25,139000,13,Male,18,3
772,45,85000,58,Female,20,5
773,53,121000,18,Male,33,4
774,43,64000,67,Male,16,1
775,25,79000,87,Female,17,3
776,67,113000,3,Female,16,3
777,45,46000,55,Female,1,7
778,45,72000,89,Female,0,1
779,54,142000,91,Male,9,3
780,58,126000,58,Male,36,3
781,53,82000,63,Male,4,3
782,44,54000,91,Female,11,2
783,34,146000,52,Male,35,2
784,26,104000,89,Male,30,4
785,50,42000,24,Male,37,5
786,37,110000,72,Female,8,7
787,30,45000,9,Female,25,7
788,45,17000,37,Male,14,1
789,65,38000,94,Male,15,5
790,46,29000,83,Female,12,5
791,30,59000,53,Female,24,7
792,63,22000,80,Female,29,2
793,52,85000,24,Female,6,4
794,23,122000,21,Male,3,5
795,35,129000,40,Female,39,7
796,68,117000,62,Male,37,5
797,22,139000,70,Female,29,3
798,64,71000,69,Male,9,1
799,42,44000,14,Male,29,4
800,19,128000,42,Female,38,7
801,27,131000,50,Male,6,1
802,47,74000,61,Male,35,2
803,67,112000,4,Male,34,5
804,62,140000,72,Female,23,5
805,22,108000,88,Female,38,6
806,50,148000,75,Female,35,1
807,18,136000,17,Male,19,2
808,35,122000,85,Male,31,7
809,49,18000,57,Male,38,6
810,64,107000,90,Male,25,6
811,66,20000,48,Female,25,3
812,28,46000,44,Male,35,6
813,38,120000,45,Male,34,6
814,43,29000,91,Male,34,3
815,42,136000,80,Female,11,5
816,39,110000,90,Male,32,5
817,44,20000,33,Female,35,4
818,66,126000,31,Female,13,6
819,30,134000,47,Male,32,1
820,50,137000,6,Male,23,5
821,51,81000,72,Male,14,2
822,58,120000,71,Male,30,7
823,52,57000,34,Female,16,1
824,18,110000,53,Female,11,4
825,38,146000,14,Female,21,6
826,65,95000,16,Female,22,3
827,23,55000,43,Female,25,4
828,45,147000,73,Female,13,1
829,34,49000,74,Female,11,3
830,22,36000,81,Female,3,2
831,48,126000,12,Female,12,3
832,22,25000,70,Female,17,3
833,55,17000,19,Male,27,2
834,20,74000,41,Male,37,5
835,40,90000,53,Male,18,5
836,54,101000,29,Female,37,3
837,54,28000,70,Male,2,7
838,27,32000,59,Female,18,3
839,27,127000,89,Female,19,4
840,36,87000,64,Male,24,7
841,34,37000,24,Female,10,5
842,38,97000,89,Male,16,2
843,31,139000,16,Female,34,6
844,26,83000,52,Female,13,6
845,63,61000,80,Male,38,3
846,18,130000,6,Male,18,3
847,68,44000,37,Male,2,6
848,62,39000,85,Male,33,4
849,30,126000,4,Male,21,4
850,21,39000,98,Male,37,4
851,18,88000,92,Female,26,1
852,66,72000,38,Female,20,2
853,57,108000,41,Female,30,1
854,49,133000,92,Female,26,3
855,51,141000,81,Male,36,4
856,45,39000,14,Female,1,4
857,48,92000,71,Female,8,6
858,25,113000,86,Male,18,6
859,56,130000,51,Female,35,7
860,43,62000,65,Male,9,4
861,51,24000,93,Male,39,5
862,20,113000,52,Male,38,6
863,67,25000,95,Female,6,2
864,29,99000,30,Male,3,1
865,18,149000,57,Female,14,2
866,61,140000,79,Female,11,6
867,22,78000,82,Female,5,4
868,47,16000,99,Male,8,3
869,47,90000,30,Male,34,5
870,34,135000,98,Male,7,6
